"","tpr","fpr","tdr","shd","method","is_directed","subj","sim"
"4348",1,0.266666666666667,0.714285714285714,2,"ges","undirected",35,9
"5348",0.6,0.4,0.272727272727273,7,"ges","directed",35,9
"6348",1,0.133333333333333,0.833333333333333,1,"arges","undirected",35,9
"7348",0.6,0.35,0.3,6,"arges","directed",35,9
"2358",1,0.133333333333333,0.833333333333333,1,"pc","undirected",36,9
"3358",0.6,0.15,0.5,3,"pc","directed",36,9
"4358",1,0.133333333333333,0.833333333333333,1,"ges","undirected",36,9
"5358",0.8,0.25,0.444444444444444,5,"ges","directed",36,9
"6358",1,0.133333333333333,0.833333333333333,1,"arges","undirected",36,9
"7358",0.8,0.25,0.444444444444444,5,"arges","directed",36,9
"2368",1,0.266666666666667,0.714285714285714,2,"pc","undirected",37,9
"3368",0.4,0.25,0.285714285714286,5,"pc","directed",37,9
"4368",1,0.4,0.625,3,"ges","undirected",37,9
"5368",1,0.4,0.384615384615385,6,"ges","directed",37,9
"6368",1,0.4,0.625,3,"arges","undirected",37,9
"7368",1,0.4,0.384615384615385,6,"arges","directed",37,9
"2378",1,0.666666666666667,0.5,5,"pc","undirected",38,9
"3378",1,0.75,0.25,10,"pc","directed",38,9
"4378",1,0.4,0.625,3,"ges","undirected",38,9
"5378",0.8,0.45,0.307692307692308,7,"ges","directed",38,9
"6378",1,0.266666666666667,0.714285714285714,2,"arges","undirected",38,9
"7378",0.8,0.25,0.444444444444444,5,"arges","directed",38,9
"2388",1,0.533333333333333,0.555555555555556,4,"pc","undirected",39,9
"3388",0.6,0.55,0.214285714285714,9,"pc","directed",39,9
"4388",1,0.4,0.625,3,"ges","undirected",39,9
"5388",0.8,0.45,0.307692307692308,7,"ges","directed",39,9
"6388",1,0.4,0.625,3,"arges","undirected",39,9
"7388",1,0.55,0.3125,8,"arges","directed",39,9
"2398",1,0.666666666666667,0.5,5,"pc","undirected",40,9
"3398",1,0.75,0.25,10,"pc","directed",40,9
"4398",1,0.533333333333333,0.555555555555556,4,"ges","undirected",40,9
"5398",1,0.65,0.277777777777778,9,"ges","directed",40,9
"6398",1,0.533333333333333,0.555555555555556,4,"arges","undirected",40,9
"7398",1,0.65,0.277777777777778,9,"arges","directed",40,9
"2408",1,0.4,0.625,3,"pc","undirected",41,9
"3408",0.8,0.25,0.444444444444444,5,"pc","directed",41,9
"4408",1,0.4,0.625,3,"ges","undirected",41,9
"5408",0.6,0.35,0.3,6,"ges","directed",41,9
"6408",1,0.4,0.625,3,"arges","undirected",41,9
"7408",0.6,0.35,0.3,6,"arges","directed",41,9
"24112",1,0.4,0.625,3,"pc","undirected",42,9
"34112",0.8,0.3,0.4,6,"pc","directed",42,9
"44112",1,0.4,0.625,3,"ges","undirected",42,9
"54112",1,0.4,0.384615384615385,6,"ges","directed",42,9
"64112",0.8,0.4,0.571428571428571,4,"arges","undirected",42,9
"74112",0.8,0.4,0.333333333333333,7,"arges","directed",42,9
"24210",1,0.4,0.625,3,"pc","undirected",43,9
"34210",0.8,0.4,0.333333333333333,7,"pc","directed",43,9
"44210",1,0.4,0.625,3,"ges","undirected",43,9
"54210",0.8,0.4,0.333333333333333,7,"ges","directed",43,9
"64210",1,0.4,0.625,3,"arges","undirected",43,9
"74210",0.8,0.4,0.333333333333333,7,"arges","directed",43,9
"2438",1,0.266666666666667,0.714285714285714,2,"pc","undirected",44,9
"3438",0.8,0.15,0.571428571428571,3,"pc","directed",44,9
"4438",1,0.4,0.625,3,"ges","undirected",44,9
"5438",0.8,0.45,0.307692307692308,7,"ges","directed",44,9
"6438",1,0.4,0.625,3,"arges","undirected",44,9
"7438",0.8,0.45,0.307692307692308,7,"arges","directed",44,9
"2448",1,0.4,0.625,3,"pc","undirected",45,9
"3448",0.6,0.35,0.3,7,"pc","directed",45,9
"4448",1,0.266666666666667,0.714285714285714,2,"ges","undirected",45,9
"5448",0.8,0.25,0.444444444444444,5,"ges","directed",45,9
"6448",1,0.266666666666667,0.714285714285714,2,"arges","undirected",45,9
"7448",0.8,0.25,0.444444444444444,5,"arges","directed",45,9
"2458",1,0.4,0.625,3,"pc","undirected",46,9
"3458",0.8,0.2,0.5,4,"pc","directed",46,9
"4458",1,0.266666666666667,0.714285714285714,2,"ges","undirected",46,9
"5458",0.8,0.15,0.571428571428571,3,"ges","directed",46,9
"6458",0.8,0.133333333333333,0.8,2,"arges","undirected",46,9
"7458",0.8,0.1,0.666666666666667,3,"arges","directed",46,9
"2468",1,0.266666666666667,0.714285714285714,2,"pc","undirected",47,9
"3468",1,0.15,0.625,3,"pc","directed",47,9
"4468",1,0.4,0.625,3,"ges","undirected",47,9
"5468",0.8,0.3,0.4,6,"ges","directed",47,9
"6468",1,0.4,0.625,3,"arges","undirected",47,9
"7468",0.8,0.3,0.4,6,"arges","directed",47,9
"2478",1,0.266666666666667,0.714285714285714,2,"pc","undirected",48,9
"3478",1,0.25,0.5,5,"pc","directed",48,9
"4478",1,0.266666666666667,0.714285714285714,2,"ges","undirected",48,9
"5478",1,0.3,0.454545454545455,5,"ges","directed",48,9
"6478",1,0.133333333333333,0.833333333333333,1,"arges","undirected",48,9
"7478",1,0.2,0.555555555555556,4,"arges","directed",48,9
"2488",1,0.133333333333333,0.833333333333333,1,"pc","undirected",49,9
"3488",0.8,0.15,0.571428571428571,3,"pc","directed",49,9
"4488",1,0.266666666666667,0.714285714285714,2,"ges","undirected",49,9
"5488",0.6,0.2,0.428571428571429,4,"ges","directed",49,9
"6488",1,0.133333333333333,0.833333333333333,1,"arges","undirected",49,9
"7488",0.6,0.15,0.5,3,"arges","directed",49,9
"2498",1,0.266666666666667,0.714285714285714,2,"pc","undirected",50,9
"3498",0.8,0.15,0.571428571428571,3,"pc","directed",50,9
"4498",1,0.4,0.625,3,"ges","undirected",50,9
"5498",0.4,0.4,0.2,7,"ges","directed",50,9
"6498",1,0.4,0.625,3,"arges","undirected",50,9
"7498",0.4,0.4,0.2,7,"arges","directed",50,9
"270",1,0,1,0,"pc","undirected",1,10
"370",1,0.15,0.625,3,"pc","directed",1,10
"470",1,0,1,0,"ges","undirected",1,10
"570",1,0.15,0.625,3,"ges","directed",1,10
"670",0,0,NA,5,"arges","undirected",1,10
"770",0,0,NA,5,"arges","directed",1,10
"2130",1,0.133333333333333,0.833333333333333,1,"pc","undirected",2,10
"3130",0.4,0.2,0.333333333333333,4,"pc","directed",2,10
"4130",1,0.266666666666667,0.714285714285714,2,"ges","undirected",2,10
"5130",0.6,0.3,0.333333333333333,6,"ges","directed",2,10
"6130",0,0,NA,5,"arges","undirected",2,10
"7130",0,0,NA,5,"arges","directed",2,10
"2230",1,0.133333333333333,0.833333333333333,1,"pc","undirected",3,10
"3230",1,0.2,0.555555555555556,4,"pc","directed",3,10
"4230",1,0.133333333333333,0.833333333333333,1,"ges","undirected",3,10
"5230",1,0.2,0.555555555555556,4,"ges","directed",3,10
"6230",0,0,NA,5,"arges","undirected",3,10
"7230",0,0,NA,5,"arges","directed",3,10
"2330",1,0,1,0,"pc","undirected",4,10
"3330",1,0.15,0.625,3,"pc","directed",4,10
"4330",1,0,1,0,"ges","undirected",4,10
"5330",1,0.15,0.625,3,"ges","directed",4,10
"6330",0,0,NA,5,"arges","undirected",4,10
"7330",0,0,NA,5,"arges","directed",4,10
"2430",1,0.133333333333333,0.833333333333333,1,"pc","undirected",5,10
"3430",1,0.2,0.555555555555556,4,"pc","directed",5,10
"4430",1,0.133333333333333,0.833333333333333,1,"ges","undirected",5,10
"5430",0.6,0.35,0.3,6,"ges","directed",5,10
"6430",0.2,0,1,4,"arges","undirected",5,10
"7430",0.2,0.05,0.5,5,"arges","directed",5,10
"2513",1,0.133333333333333,0.833333333333333,1,"pc","undirected",6,10
"3513",0.8,0.25,0.444444444444444,5,"pc","directed",6,10
"4513",1,0.133333333333333,0.833333333333333,1,"ges","undirected",6,10
"5513",0.8,0.3,0.4,5,"ges","directed",6,10
"6513",0,0,NA,5,"arges","undirected",6,10
"7513",0,0,NA,5,"arges","directed",6,10
"2611",1,0,1,0,"pc","undirected",7,10
"3611",0.8,0.2,0.5,4,"pc","directed",7,10
"4611",1,0,1,0,"ges","undirected",7,10
"5611",0.8,0.2,0.5,4,"ges","directed",7,10
"6611",0,0,NA,5,"arges","undirected",7,10
"7611",0,0,NA,5,"arges","directed",7,10
"279",1,0.133333333333333,0.833333333333333,1,"pc","undirected",8,10
"379",1,0.2,0.555555555555556,4,"pc","directed",8,10
"479",1,0.133333333333333,0.833333333333333,1,"ges","undirected",8,10
"579",1,0.2,0.555555555555556,4,"ges","directed",8,10
"679",0,0,NA,5,"arges","undirected",8,10
"779",0,0,NA,5,"arges","directed",8,10
"289",1,0.133333333333333,0.833333333333333,1,"pc","undirected",9,10
"389",0.4,0.2,0.333333333333333,4,"pc","directed",9,10
"489",1,0.133333333333333,0.833333333333333,1,"ges","undirected",9,10
"589",0.6,0.35,0.3,6,"ges","directed",9,10
"689",0.2,0,1,4,"arges","undirected",9,10
"789",0.2,0.05,0.5,5,"arges","directed",9,10
"299",1,0,1,0,"pc","undirected",10,10
"399",1,0.15,0.625,3,"pc","directed",10,10
"499",1,0.133333333333333,0.833333333333333,1,"ges","undirected",10,10
"599",0.8,0.2,0.5,4,"ges","directed",10,10
"699",0,0,NA,5,"arges","undirected",10,10
"799",0,0,NA,5,"arges","directed",10,10
"2109",1,0.133333333333333,0.833333333333333,1,"pc","undirected",11,10
"3109",1,0.2,0.555555555555556,4,"pc","directed",11,10
"4109",1,0.133333333333333,0.833333333333333,1,"ges","undirected",11,10
"5109",0.6,0.25,0.375,5,"ges","directed",11,10
"6109",0,0,NA,5,"arges","undirected",11,10
"7109",0,0,NA,5,"arges","directed",11,10
"21113",1,0,1,0,"pc","undirected",12,10
"31113",1,0.25,0.5,5,"pc","directed",12,10
"41113",1,0.266666666666667,0.714285714285714,2,"ges","undirected",12,10
"51113",0.8,0.4,0.333333333333333,6,"ges","directed",12,10
"61113",0,0,NA,5,"arges","undirected",12,10
"71113",0,0,NA,5,"arges","directed",12,10
"21211",0.8,0.133333333333333,0.8,2,"pc","undirected",13,10
"31211",0.2,0.25,0.166666666666667,6,"pc","directed",13,10
"41211",0.8,0.133333333333333,0.8,2,"ges","undirected",13,10
"51211",0.6,0.2,0.428571428571429,5,"ges","directed",13,10
"61211",0,0,NA,5,"arges","undirected",13,10
"71211",0,0,NA,5,"arges","directed",13,10
"2139",1,0,1,0,"pc","undirected",14,10
"3139",1,0.15,0.625,3,"pc","directed",14,10
"4139",1,0,1,0,"ges","undirected",14,10
"5139",1,0.15,0.625,3,"ges","directed",14,10
"6139",0,0,NA,5,"arges","undirected",14,10
"7139",0,0,NA,5,"arges","directed",14,10
"2149",1,0.133333333333333,0.833333333333333,1,"pc","undirected",15,10
"3149",0.8,0.2,0.5,4,"pc","directed",15,10
"4149",1,0.266666666666667,0.714285714285714,2,"ges","undirected",15,10
"5149",0.8,0.25,0.444444444444444,5,"ges","directed",15,10
"6149",0,0,NA,5,"arges","undirected",15,10
"7149",0,0,NA,5,"arges","directed",15,10
"2159",1,0.133333333333333,0.833333333333333,1,"pc","undirected",16,10
"3159",0.6,0.15,0.5,3,"pc","directed",16,10
"4159",1,0.133333333333333,0.833333333333333,1,"ges","undirected",16,10
"5159",1,0.25,0.5,4,"ges","directed",16,10
"6159",0,0,NA,5,"arges","undirected",16,10
"7159",0,0,NA,5,"arges","directed",16,10
"2169",1,0.133333333333333,0.833333333333333,1,"pc","undirected",17,10
"3169",0.6,0.2,0.428571428571429,4,"pc","directed",17,10
"4169",1,0.133333333333333,0.833333333333333,1,"ges","undirected",17,10
"5169",0.4,0.3,0.25,6,"ges","directed",17,10
"6169",0,0,NA,5,"arges","undirected",17,10
"7169",0,0,NA,5,"arges","directed",17,10
"2179",1,0,1,0,"pc","undirected",18,10
"3179",1,0.25,0.5,5,"pc","directed",18,10
"4179",1,0,1,0,"ges","undirected",18,10
"5179",1,0.15,0.625,3,"ges","directed",18,10
"6179",0,0,NA,5,"arges","undirected",18,10
"7179",0,0,NA,5,"arges","directed",18,10
"2189",1,0,1,0,"pc","undirected",19,10
"3189",1,0.15,0.625,3,"pc","directed",19,10
"4189",1,0,1,0,"ges","undirected",19,10
"5189",0.6,0.25,0.375,5,"ges","directed",19,10
"6189",0,0,NA,5,"arges","undirected",19,10
"7189",0,0,NA,5,"arges","directed",19,10
"2199",1,0.133333333333333,0.833333333333333,1,"pc","undirected",20,10
"3199",0.8,0.25,0.444444444444444,5,"pc","directed",20,10
"4199",1,0.133333333333333,0.833333333333333,1,"ges","undirected",20,10
"5199",0.6,0.35,0.3,6,"ges","directed",20,10
"6199",0,0,NA,5,"arges","undirected",20,10
"7199",0,0,NA,5,"arges","directed",20,10
"2209",1,0.133333333333333,0.833333333333333,1,"pc","undirected",21,10
"3209",0.8,0.2,0.5,4,"pc","directed",21,10
"4209",1,0.133333333333333,0.833333333333333,1,"ges","undirected",21,10
"5209",0.8,0.2,0.5,4,"ges","directed",21,10
"6209",0,0,NA,5,"arges","undirected",21,10
"7209",0,0,NA,5,"arges","directed",21,10
"22113",1,0.133333333333333,0.833333333333333,1,"pc","undirected",22,10
"32113",1,0.05,0.833333333333333,1,"pc","directed",22,10
"42113",1,0.133333333333333,0.833333333333333,1,"ges","undirected",22,10
"52113",0.8,0.3,0.4,5,"ges","directed",22,10
"62113",0,0,NA,5,"arges","undirected",22,10
"72113",0,0,NA,5,"arges","directed",22,10
"22211",1,0,1,0,"pc","undirected",23,10
"32211",0.8,0.2,0.5,4,"pc","directed",23,10
"42211",1,0,1,0,"ges","undirected",23,10
"52211",0.6,0.25,0.375,5,"ges","directed",23,10
"62211",0,0,NA,5,"arges","undirected",23,10
"72211",0,0,NA,5,"arges","directed",23,10
"2239",1,0.133333333333333,0.833333333333333,1,"pc","undirected",24,10
"3239",0.6,0.15,0.5,3,"pc","directed",24,10
"4239",1,0.133333333333333,0.833333333333333,1,"ges","undirected",24,10
"5239",1,0.2,0.555555555555556,4,"ges","directed",24,10
"6239",0,0,NA,5,"arges","undirected",24,10
"7239",0,0,NA,5,"arges","directed",24,10
"2249",1,0,1,0,"pc","undirected",25,10
"3249",1,0.25,0.5,5,"pc","directed",25,10
"4249",1,0.133333333333333,0.833333333333333,1,"ges","undirected",25,10
"5249",0.8,0.2,0.5,4,"ges","directed",25,10
"6249",0,0,NA,5,"arges","undirected",25,10
"7249",0,0,NA,5,"arges","directed",25,10
"2259",1,0.266666666666667,0.714285714285714,2,"pc","undirected",26,10
"3259",1,0.3,0.454545454545455,5,"pc","directed",26,10
"4259",1,0.266666666666667,0.714285714285714,2,"ges","undirected",26,10
"5259",1,0.35,0.416666666666667,5,"ges","directed",26,10
"6259",0,0,NA,5,"arges","undirected",26,10
"7259",0,0,NA,5,"arges","directed",26,10
"2269",1,0.266666666666667,0.714285714285714,2,"pc","undirected",27,10
"3269",0.8,0.15,0.571428571428571,3,"pc","directed",27,10
"4269",1,0.133333333333333,0.833333333333333,1,"ges","undirected",27,10
"5269",0.6,0.35,0.3,6,"ges","directed",27,10
"6269",0,0,NA,5,"arges","undirected",27,10
"7269",0,0,NA,5,"arges","directed",27,10
"2279",1,0,1,0,"pc","undirected",28,10
"3279",0.8,0.2,0.5,4,"pc","directed",28,10
"4279",1,0,1,0,"ges","undirected",28,10
"5279",0.8,0.2,0.5,4,"ges","directed",28,10
"6279",0,0,NA,5,"arges","undirected",28,10
"7279",0,0,NA,5,"arges","directed",28,10
"2289",1,0.133333333333333,0.833333333333333,1,"pc","undirected",29,10
"3289",0.4,0.2,0.333333333333333,4,"pc","directed",29,10
"4289",1,0.133333333333333,0.833333333333333,1,"ges","undirected",29,10
"5289",1,0.25,0.5,4,"ges","directed",29,10
"6289",0,0,NA,5,"arges","undirected",29,10
"7289",0,0,NA,5,"arges","directed",29,10
"2299",1,0.133333333333333,0.833333333333333,1,"pc","undirected",30,10
"3299",0.8,0.2,0.5,4,"pc","directed",30,10
"4299",1,0.133333333333333,0.833333333333333,1,"ges","undirected",30,10
"5299",0.8,0.3,0.4,5,"ges","directed",30,10
"6299",0,0,NA,5,"arges","undirected",30,10
"7299",0,0,NA,5,"arges","directed",30,10
"2309",1,0,1,0,"pc","undirected",31,10
"3309",0.8,0.2,0.5,4,"pc","directed",31,10
"4309",1,0,1,0,"ges","undirected",31,10
"5309",0.8,0.2,0.5,4,"ges","directed",31,10
"6309",0,0,NA,5,"arges","undirected",31,10
"7309",0,0,NA,5,"arges","directed",31,10
"23113",1,0.133333333333333,0.833333333333333,1,"pc","undirected",32,10
"33113",0.8,0.15,0.571428571428571,3,"pc","directed",32,10
"43113",1,0.133333333333333,0.833333333333333,1,"ges","undirected",32,10
"53113",0.6,0.25,0.375,5,"ges","directed",32,10
"63113",0,0,NA,5,"arges","undirected",32,10
"73113",0,0,NA,5,"arges","directed",32,10
"23211",1,0.266666666666667,0.714285714285714,2,"pc","undirected",33,10
"33211",1,0.2,0.555555555555556,4,"pc","directed",33,10
"43211",1,0.133333333333333,0.833333333333333,1,"ges","undirected",33,10
"53211",0.6,0.25,0.375,5,"ges","directed",33,10
"63211",0,0,NA,5,"arges","undirected",33,10
"73211",0,0,NA,5,"arges","directed",33,10
"2339",1,0,1,0,"pc","undirected",34,10
"3339",0.8,0.1,0.666666666666667,2,"pc","directed",34,10
"4339",1,0,1,0,"ges","undirected",34,10
"5339",1,0.15,0.625,3,"ges","directed",34,10
"6339",0,0,NA,5,"arges","undirected",34,10
"7339",0,0,NA,5,"arges","directed",34,10
"2349",1,0.133333333333333,0.833333333333333,1,"pc","undirected",35,10
"3349",1,0.15,0.625,3,"pc","directed",35,10
"4349",1,0.133333333333333,0.833333333333333,1,"ges","undirected",35,10
"5349",1,0.25,0.5,4,"ges","directed",35,10
"6349",0,0,NA,5,"arges","undirected",35,10
"7349",0,0,NA,5,"arges","directed",35,10
"2359",1,0,1,0,"pc","undirected",36,10
"3359",1,0.15,0.625,3,"pc","directed",36,10
"4359",1,0.133333333333333,0.833333333333333,1,"ges","undirected",36,10
"5359",0.8,0.2,0.5,4,"ges","directed",36,10
"6359",0.2,0,1,4,"arges","undirected",36,10
"7359",0.2,0.05,0.5,5,"arges","directed",36,10
"2369",1,0.133333333333333,0.833333333333333,1,"pc","undirected",37,10
"3369",0.8,0.25,0.444444444444444,5,"pc","directed",37,10
"4369",1,0.133333333333333,0.833333333333333,1,"ges","undirected",37,10
"5369",0.6,0.35,0.3,6,"ges","directed",37,10
"6369",0,0,NA,5,"arges","undirected",37,10
"7369",0,0,NA,5,"arges","directed",37,10
"2379",1,0,1,0,"pc","undirected",38,10
"3379",0.8,0.2,0.5,4,"pc","directed",38,10
"4379",1,0,1,0,"ges","undirected",38,10
"5379",0.8,0.2,0.5,4,"ges","directed",38,10
"6379",0,0,NA,5,"arges","undirected",38,10
"7379",0,0,NA,5,"arges","directed",38,10
"2389",1,0.4,0.625,3,"pc","undirected",39,10
"3389",1,0.35,0.416666666666667,6,"pc","directed",39,10
"4389",1,0.266666666666667,0.714285714285714,2,"ges","undirected",39,10
"5389",1,0.45,0.357142857142857,7,"ges","directed",39,10
"6389",0,0,NA,5,"arges","undirected",39,10
"7389",0,0,NA,5,"arges","directed",39,10
"2399",1,0,1,0,"pc","undirected",40,10
"3399",0.8,0.1,0.666666666666667,2,"pc","directed",40,10
"4399",1,0,1,0,"ges","undirected",40,10
"5399",1,0.15,0.625,3,"ges","directed",40,10
"6399",0,0,NA,5,"arges","undirected",40,10
"7399",0,0,NA,5,"arges","directed",40,10
"2409",1,0.133333333333333,0.833333333333333,1,"pc","undirected",41,10
"3409",0.4,0.25,0.285714285714286,5,"pc","directed",41,10
"4409",1,0.133333333333333,0.833333333333333,1,"ges","undirected",41,10
"5409",0.8,0.2,0.5,4,"ges","directed",41,10
"6409",0.2,0,1,4,"arges","undirected",41,10
"7409",0.2,0.05,0.5,5,"arges","directed",41,10
"24113",1,0,1,0,"pc","undirected",42,10
"34113",0.8,0.2,0.5,4,"pc","directed",42,10
"44113",1,0,1,0,"ges","undirected",42,10
"54113",0.6,0.25,0.375,5,"ges","directed",42,10
"64113",0,0,NA,5,"arges","undirected",42,10
"74113",0,0,NA,5,"arges","directed",42,10
"24211",1,0.266666666666667,0.714285714285714,2,"pc","undirected",43,10
"34211",0.8,0.15,0.571428571428571,3,"pc","directed",43,10
"44211",0.8,0.266666666666667,0.666666666666667,3,"ges","undirected",43,10
"54211",0.6,0.25,0.375,6,"ges","directed",43,10
"64211",0,0,NA,5,"arges","undirected",43,10
"74211",0,0,NA,5,"arges","directed",43,10
"2439",1,0.266666666666667,0.714285714285714,2,"pc","undirected",44,10
"3439",0.6,0.3,0.333333333333333,6,"pc","directed",44,10
"4439",1,0.266666666666667,0.714285714285714,2,"ges","undirected",44,10
"5439",1,0.45,0.357142857142857,7,"ges","directed",44,10
"6439",0,0,NA,5,"arges","undirected",44,10
"7439",0,0,NA,5,"arges","directed",44,10
"2449",1,0.133333333333333,0.833333333333333,1,"pc","undirected",45,10
"3449",0.8,0.2,0.5,4,"pc","directed",45,10
"4449",1,0.133333333333333,0.833333333333333,1,"ges","undirected",45,10
"5449",0.6,0.35,0.3,6,"ges","directed",45,10
"6449",0,0,NA,5,"arges","undirected",45,10
"7449",0,0,NA,5,"arges","directed",45,10
"2459",1,0.133333333333333,0.833333333333333,1,"pc","undirected",46,10
"3459",0.8,0.3,0.4,5,"pc","directed",46,10
"4459",1,0.133333333333333,0.833333333333333,1,"ges","undirected",46,10
"5459",0.8,0.3,0.4,5,"ges","directed",46,10
"6459",0,0,NA,5,"arges","undirected",46,10
"7459",0,0,NA,5,"arges","directed",46,10
"2469",1,0,1,0,"pc","undirected",47,10
"3469",1,0.15,0.625,3,"pc","directed",47,10
"4469",1,0,1,0,"ges","undirected",47,10
"5469",1,0.15,0.625,3,"ges","directed",47,10
"6469",0,0,NA,5,"arges","undirected",47,10
"7469",0,0,NA,5,"arges","directed",47,10
"2479",1,0.133333333333333,0.833333333333333,1,"pc","undirected",48,10
"3479",0.6,0.25,0.375,5,"pc","directed",48,10
"4479",1,0.133333333333333,0.833333333333333,1,"ges","undirected",48,10
"5479",0.6,0.25,0.375,5,"ges","directed",48,10
"6479",0,0,NA,5,"arges","undirected",48,10
"7479",0,0,NA,5,"arges","directed",48,10
"2489",1,0,1,0,"pc","undirected",49,10
"3489",1,0.15,0.625,3,"pc","directed",49,10
"4489",1,0,1,0,"ges","undirected",49,10
"5489",0.8,0.2,0.5,4,"ges","directed",49,10
"6489",0,0,NA,5,"arges","undirected",49,10
"7489",0,0,NA,5,"arges","directed",49,10
"2499",1,0.133333333333333,0.833333333333333,1,"pc","undirected",50,10
"3499",0.6,0.2,0.428571428571429,4,"pc","directed",50,10
"4499",1,0.133333333333333,0.833333333333333,1,"ges","undirected",50,10
"5499",0.8,0.2,0.5,4,"ges","directed",50,10
"6499",0,0,NA,5,"arges","undirected",50,10
"7499",0,0,NA,5,"arges","directed",50,10
"280",0.818181818181818,0.153846153846154,0.6,8,"pc","undirected",1,11
"380",0.636363636363636,0.123595505617978,0.388888888888889,11,"pc","directed",1,11
"480",0.818181818181818,0.230769230769231,0.5,11,"ges","undirected",1,11
"580",0.545454545454545,0.168539325842697,0.285714285714286,15,"ges","directed",1,11
"680",0.363636363636364,0.102564102564103,0.5,11,"arges","undirected",1,11
"780",0.363636363636364,0.134831460674157,0.25,15,"arges","directed",1,11
"2140",0.818181818181818,0.153846153846154,0.6,8,"pc","undirected",2,11
"3140",0.818181818181818,0.0786516853932584,0.5625,9,"pc","directed",2,11
"4140",0.818181818181818,0.153846153846154,0.6,8,"ges","undirected",2,11
"5140",0.727272727272727,0.112359550561798,0.444444444444444,11,"ges","directed",2,11
